Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2022-2023,Cole Caufield,MTL,R,46,632.65,17,7,2,5,24,64.86,105,16.19,9.72,190,145,95,36,14,10,2,1,1,0,0,10,20,19,17,33,11,0,0,-,577,612,48.53,432,443,49.37,311,327,48.75,37,35,51.39,24.89,32.31,43.52,252,347,42.07,96,137,41.2,17,24,41.46,156,210,42.62,11,9,55.0,284,223,56.02,9,2,81.82,11.9,89.3,1.012,124,162,72,402,63.27,216,234,151,58.86
2022-2023,Alexandre Carrier,NSH,D,43,630.0333333,1,5,2,3,6,30.0,41,2.44,2.5,87,58,27,6,3,11,25,11,10,1,0,7,11,11,51,110,45,0,0,-,575,605,48.73,425,454,48.35,304,331,47.87,20,25,44.44,30.06,28.86,51.02,312,323,49.13,136,131,50.94,17,18,48.57,176,192,47.83,2,5,28.57,238,250,48.77,1,2,33.33,6.58,92.45,0.99,66,143,102,472,39.29,158,216,209,43.05
2022-2023,Tyler Motte,"NYR, OTT","C, L",62,626.1833333,6,11,7,4,17,77.27,98,6.12,10.01,165,127,95,55,4,26,6,3,3,0,0,20,23,19,116,65,43,12,20,37.5,541,644,45.65,396,465,45.99,286,342,45.54,22,22,50.0,27.48,29.22,48.47,276,313,46.86,129,118,52.23,12,10,54.55,147,195,42.98,9,5,64.29,210,278,43.03,1,7,12.5,7.69,93.57,1.013,62,142,87,548,41.61,113,201,211,34.88
2022-2023,Mark Stone,VGK,R,43,620.35,11,13,8,5,24,68.57,79,13.92,11.05,137,111,104,61,2,11,6,3,3,0,0,8,18,36,26,39,16,0,1,0,650,586,52.59,471,400,54.08,352,283,55.43,35,23,60.34,32.02,22.57,58.66,336,286,54.02,149,94,61.32,21,9,70.0,187,192,49.34,10,9,52.63,269,261,50.75,4,5,44.44,9.94,91.87,1.018,133,70,104,440,56.12,258,129,210,55.13
2022-2023,Ilya Mikheyev,VAN,R,46,619.6333333,12,13,8,5,25,62.5,78,15.38,8.05,115,93,79,41,2,10,2,1,1,0,0,9,8,12,13,26,9,2,5,28.57,511,572,47.18,374,430,46.52,290,308,48.49,40,33,54.79,24.83,28.37,46.67,276,301,47.83,117,140,45.53,22,21,51.16,159,161,49.69,12,5,70.59,201,232,46.42,6,7,46.15,13.79,89.29,1.031,84,153,69,491,54.9,157,187,169,48.16
2022-2023,Daniel Sprong,SEA,R,66,618.8166667,15,17,14,3,32,80.0,109,13.76,8.93,203,154,93,32,3,11,14,7,7,0,0,6,18,20,32,38,13,2,3,40,606,507,54.45,469,368,56.03,321,266,54.68,40,21,65.57,29.43,22.66,56.5,303,253,54.5,123,109,53.02,23,13,63.89,180,144,55.56,13,7,65.0,253,216,53.94,4,1,80.0,12.46,92.11,1.046,103,113,44,532,70.07,170,152,129,56.86
2022-2023,Michael Eyssimont,"S.J, T.B, WPG",C,54,613.15,5,9,4,5,14,50.0,113,4.42,12.09,198,162,111,58,9,17,59,21,17,3,1,20,13,26,104,97,7,11,20,35.48,675,531,55.97,495,411,54.64,349,308,53.12,28,25,52.83,34.35,25.56,57.34,360,276,56.6,160,106,60.15,13,13,50.0,200,170,54.05,8,9,47.06,332,278,54.43,7,3,70.0,8.02,91.88,0.999,100,164,95,505,51.28,179,217,188,48.77
2022-2023,Derick Brassard,OTT,C,62,612.0833333,8,5,4,1,13,54.17,65,12.31,6.74,108,88,70,36,4,9,24,12,12,0,0,8,17,14,88,27,7,113,116,49.34,595,551,51.92,435,409,51.54,312,305,50.57,24,19,55.81,26.78,27.33,49.49,298,292,50.51,121,120,50.21,16,13,55.17,177,172,50.72,6,4,60.0,238,232,50.64,2,2,50.0,7.69,93.77,1.015,88,155,121,565,42.11,156,208,216,41.94
2022-2023,Zack MacEwen,"L.A, PHI",C,56,608.1333333,4,6,1,5,10,62.5,69,5.8,6.58,130,97,74,36,5,6,60,18,10,8,0,15,12,13,148,78,20,14,13,51.85,528,597,46.93,380,421,47.44,272,295,47.97,16,23,41.03,22.14,26.27,45.73,242,280,46.36,108,125,46.35,10,18,35.71,134,155,46.37,5,4,55.56,242,266,47.64,1,1,50.0,5.88,92.2,0.981,82,114,76,560,51.9,152,175,166,47.8
2022-2023,Colton White,ANA,D,46,607.8,0,4,2,2,4,20.0,28,0.0,1.6,55,37,18,6,1,5,8,4,4,0,0,3,11,7,33,91,28,0,0,-,431,633,40.51,311,500,38.35,234,337,40.98,20,33,37.74,19.82,32.0,38.24,205,328,38.46,94,141,40.0,13,21,38.24,111,187,37.25,7,9,43.75,178,271,39.64,0,3,0.0,8.55,90.21,0.988,48,124,91,528,34.53,142,193,199,41.64
2022-2023,Derek Stepan,CAR,C,73,607.4666667,5,5,4,1,10,45.45,93,5.38,9.02,173,139,92,47,9,20,8,4,4,0,0,5,9,19,27,52,14,197,160,55.18,772,416,64.98,583,313,65.07,385,226,63.01,22,15,59.46,35.49,18.73,65.45,371,191,66.01,152,91,62.55,10,9,52.63,219,100,68.65,7,6,53.85,347,180,65.84,5,0,100.0,5.71,93.36,0.991,154,142,79,470,66.09,273,187,172,61.35
2022-2023,Colin White,FLA,C,68,607.3333333,7,7,5,2,14,58.33,59,11.86,5.72,108,83,67,29,5,4,12,6,6,0,0,6,16,14,60,53,27,78,105,42.62,539,534,50.23,384,401,48.92,284,286,49.82,24,24,50.0,21.97,24.62,47.16,269,265,50.37,104,126,45.22,17,13,56.67,165,139,54.28,5,8,38.46,235,225,51.09,2,3,40.0,8.45,91.61,1.001,114,174,78,511,59.38,187,229,172,52.09
2022-2023,Jake Evans,MTL,C,54,607.1333333,0,13,11,2,13,68.42,44,0.0,4.44,90,59,53,26,5,4,22,8,6,2,0,13,26,13,25,52,24,250,212,54.11,522,603,46.4,362,420,46.29,270,297,47.62,19,27,41.3,22.66,26.99,45.64,252,302,45.49,107,127,45.73,11,14,44.0,145,175,45.31,4,9,30.77,219,255,46.2,4,4,50.0,7.04,90.91,0.979,83,116,110,441,43.01,149,172,210,41.5
2022-2023,Boris Katchouk,CHI,L,58,606.7,5,9,6,3,14,77.78,55,9.09,5.33,116,85,67,27,11,8,25,9,8,1,0,10,14,19,80,39,8,3,11,21.43,522,587,47.07,382,431,46.99,258,316,44.95,18,29,38.3,21.58,27.54,43.94,232,297,43.86,99,126,44.0,12,14,46.15,133,171,43.75,4,8,33.33,241,258,48.3,2,7,22.22,6.98,90.82,0.978,46,131,72,536,38.98,100,186,182,35.46
2022-2023,Patrick Brown,"OTT, PHI",C,61,605.1666667,3,8,4,4,11,57.89,54,5.56,5.47,115,92,48,26,2,3,44,14,11,2,1,8,12,6,166,68,32,150,133,53,509,569,47.22,394,386,50.51,260,269,49.15,19,22,46.34,21.44,24.59,46.57,216,255,45.86,102,112,47.66,14,14,50.0,114,143,44.36,4,5,44.44,229,258,47.02,1,3,25.0,7.31,91.82,0.991,47,117,120,580,28.14,105,149,235,30.88
2022-2023,Evgeny Svechnikov,S.J,L,59,604.5333333,8,6,5,1,14,53.85,61,13.11,7.19,115,88,74,39,5,12,26,13,13,0,0,11,17,24,98,62,3,5,4,55.56,524,579,47.51,387,435,47.08,268,316,45.89,26,31,45.61,25.33,27.33,48.1,273,318,46.19,113,134,45.75,13,13,50.0,160,184,46.51,8,16,33.33,266,292,47.67,5,2,71.43,9.7,90.19,0.999,87,123,96,574,47.54,153,180,204,42.86
2022-2023,Austin Watson,OTT,L,75,598.8666667,6,2,1,1,8,61.54,64,9.38,5.8,119,96,66,34,10,8,123,30,14,13,3,21,20,16,159,80,32,4,6,40,504,597,45.78,369,409,47.43,268,274,49.45,13,23,36.11,19.84,24.96,44.29,231,310,42.7,101,111,47.64,10,9,52.63,130,199,39.51,2,7,22.22,218,241,47.49,1,7,12.5,4.85,91.61,0.965,55,148,153,623,26.44,94,191,274,25.54
2022-2023,Hudson Fasching,NYI,R,49,598.2,10,8,6,2,18,54.55,60,16.67,7.85,108,78,77,50,4,13,10,5,5,0,0,8,12,16,45,40,20,2,8,20,575,543,51.43,408,397,50.68,277,281,49.64,33,22,60.0,27.33,26.17,51.09,286,264,52.0,142,127,52.79,16,16,50.0,144,137,51.25,10,5,66.67,231,235,49.57,7,1,87.5,11.91,92.17,1.041,59,144,76,561,43.7,112,185,160,41.18
2022-2023,Sheldon Dries,VAN,C,63,597.1666667,6,4,2,2,10,45.45,77,7.79,7.13,126,99,81,41,1,13,29,10,7,3,0,12,15,4,79,27,35,194,201,49.11,490,603,44.83,355,435,44.94,259,303,46.09,22,28,44.0,22.73,27.56,45.2,246,302,44.89,114,116,49.57,11,15,42.31,132,186,41.51,10,11,47.62,209,272,43.45,1,1,50.0,8.49,90.76,0.993,89,142,76,584,53.94,163,183,177,47.94
2022-2023,Tyler Pitlick,STL,C,61,594.9833333,7,9,7,2,16,69.57,52,13.46,5.79,94,77,59,27,2,13,14,7,7,0,0,11,6,18,103,69,24,2,2,50,456,564,44.71,342,400,46.09,253,267,48.65,23,23,50.0,20.22,24.85,44.87,227,264,46.23,94,106,47.0,11,15,42.31,133,158,45.7,6,5,54.55,199,253,44.03,6,3,66.67,9.09,91.39,1.005,39,135,57,566,40.63,105,185,132,44.3
2022-2023,Mathieu Joseph,OTT,R,56,594.8,0,12,8,4,12,46.15,49,0.0,4.7,98,71,54,25,3,7,24,12,12,0,0,15,16,18,77,64,13,3,4,42.86,554,563,49.6,406,427,48.74,284,320,47.02,26,24,52.0,25.14,24.96,50.18,277,281,49.64,111,109,50.45,11,14,44.0,166,172,49.11,10,7,58.82,217,233,48.22,5,3,62.5,9.15,92.5,1.017,59,176,90,555,39.6,102,227,197,34.11
2022-2023,Chad Ruhwedel,PIT,D,47,587.6666667,1,4,1,3,5,23.81,32,3.13,1.41,92,55,22,4,2,9,18,9,9,0,0,2,8,14,76,49,34,0,0,-,605,542,52.75,451,393,53.44,340,291,53.88,21,26,44.68,30.17,25.68,54.02,302,264,53.36,144,126,53.33,11,15,42.31,158,138,53.38,9,6,60.0,255,228,52.8,1,5,16.67,6.18,91.07,0.972,67,89,69,604,49.26,170,145,160,51.52
2022-2023,Nicolas Aube-Kubel,"TOR, WSH",R,53,587.0666667,4,8,3,5,12,57.14,66,6.06,6.88,132,101,77,37,4,12,40,17,15,2,0,12,18,14,116,82,9,6,7,46.15,551,511,51.88,397,372,51.63,284,243,53.89,21,20,51.22,24.36,23.26,51.16,265,254,51.06,113,109,50.9,12,14,46.15,152,145,51.18,6,3,66.67,241,227,51.5,3,3,50.0,7.39,91.77,0.992,71,140,146,426,32.72,108,182,233,31.67
2022-2023,Emil Bemstrom,CBJ,R,55,586.95,3,12,7,5,15,65.22,71,4.23,7.21,143,105,87,38,1,8,4,2,2,0,0,7,8,16,16,36,19,7,9,43.75,558,633,46.85,408,467,46.63,291,333,46.63,23,34,40.35,24.89,28.17,46.91,277,318,46.55,108,121,47.16,13,18,41.94,169,197,46.17,6,11,35.29,244,268,47.66,4,5,44.44,7.9,89.79,0.977,118,133,86,400,57.84,191,176,156,55.04
2022-2023,Michael Stone,CGY,D,48,585.55,5,3,1,2,8,27.59,84,5.95,2.47,189,120,33,2,3,13,35,16,15,1,0,7,14,5,53,54,53,0,0,-,682,499,57.75,494,385,56.2,343,266,56.32,29,26,52.73,26.67,24.71,51.9,291,284,50.61,107,103,50.95,11,14,44.0,184,181,50.41,7,11,38.89,317,184,63.27,11,1,91.67,8.45,90.23,0.987,92,89,51,697,64.34,215,145,133,61.78
2022-2023,Rasmus Kupari,L.A,C,66,584.6666667,3,11,7,4,14,63.64,45,6.67,4.97,87,67,49,24,3,9,12,6,6,0,0,8,10,13,77,73,3,202,176,53.44,535,552,49.22,395,378,51.1,279,260,51.76,22,27,44.9,24.44,23.36,51.13,250,263,48.73,106,102,50.96,12,15,44.44,144,161,47.21,8,7,53.33,314,275,53.31,2,5,28.57,7.89,89.62,0.975,118,105,47,524,71.52,183,147,110,62.46
2022-2023,Radim Simek,S.J,D,44,581.95,1,2,2,0,3,18.75,36,2.78,2.57,76,53,27,7,3,8,29,13,12,1,0,6,22,19,86,62,20,0,0,-,509,593,46.19,377,399,48.58,252,292,46.32,16,30,34.78,25.65,26.51,49.17,271,299,47.54,124,120,50.82,9,13,40.91,147,179,45.09,7,12,36.84,245,335,42.24,0,5,0.0,6.35,89.73,0.961,35,88,95,554,26.92,120,166,236,33.71
2022-2023,Tommy Novak,NSH,C,51,581.2166667,11,16,11,5,27,81.82,65,16.92,6.49,107,82,69,24,2,11,6,3,3,0,0,11,14,23,7,63,20,162,212,43.32,588,640,47.88,419,499,45.64,298,367,44.81,33,28,54.1,28.77,34.62,45.38,305,354,46.28,116,144,44.62,14,14,50.0,189,210,47.37,15,10,60.0,252,253,49.9,4,4,50.0,11.07,92.37,1.034,97,98,35,494,73.48,181,153,103,63.73
2022-2023,Nick Blankenburg,CBJ,D,36,580.7666667,3,5,3,2,8,34.78,41,7.32,2.26,86,56,30,6,2,6,14,7,7,0,0,4,11,10,51,46,39,0,0,-,555,642,46.37,410,476,46.28,297,343,46.41,23,39,37.1,25.73,28.16,47.74,271,305,47.05,103,112,47.91,12,17,41.38,168,193,46.54,10,11,47.62,237,297,44.38,1,11,8.33,7.74,88.63,0.964,76,106,90,470,45.78,189,170,187,50.27
2022-2023,Liam O'Brien,ARI,C,56,579.4,3,7,4,3,10,62.5,36,8.33,3.54,70,52,38,14,0,5,104,31,21,8,2,20,19,5,199,79,24,4,10,28.57,378,582,39.38,276,420,39.66,192,306,38.55,16,23,41.03,16.23,24.02,40.32,179,277,39.25,70,120,36.84,10,11,47.62,109,157,40.98,5,8,38.46,164,273,37.53,1,4,20.0,8.33,92.48,1.008,63,171,91,553,40.91,121,228,188,39.16
2022-2023,Brett Leason,ANA,R,54,578.5166667,6,3,2,1,9,69.23,50,12.0,5.47,100,77,54,22,5,5,14,7,7,0,0,8,8,9,34,60,15,2,4,33.33,434,689,38.65,317,541,36.95,216,379,36.3,13,35,27.08,18.86,35.45,34.73,206,358,36.52,83,163,33.74,9,16,36.0,123,195,38.68,1,9,10.0,175,293,37.39,3,10,23.08,6.02,90.77,0.968,65,114,90,492,41.94,120,165,178,40.27
2022-2023,Ben Harpur,NYR,D,42,576.7833333,1,5,0,5,6,27.27,34,2.94,0.82,77,47,17,1,2,3,20,7,5,2,0,5,23,13,63,65,43,0,0,-,461,607,43.16,337,431,43.88,244,302,44.69,22,21,51.16,19.95,28.93,40.81,232,342,40.42,90,148,37.82,9,10,47.37,142,194,42.26,10,6,62.5,190,219,46.45,3,5,37.5,9.02,93.05,1.021,63,89,64,503,49.61,151,149,135,52.8
2022-2023,Jujhar Khaira,CHI,L,51,571.9,4,5,2,3,9,56.25,49,8.16,5.87,94,73,59,30,4,12,27,9,6,3,0,5,19,18,101,34,24,125,123,50.4,456,514,47.01,334,363,47.92,231,262,46.86,16,29,35.56,19.36,21.66,47.2,222,256,46.44,88,90,49.44,12,12,50.0,134,166,44.67,3,12,20.0,191,222,46.25,1,5,16.67,6.93,88.93,0.959,38,138,75,471,33.63,80,196,165,32.65
2022-2023,Carl Grundstrom,L.A,R,57,568.75,11,7,5,2,18,72.0,86,12.79,7.94,162,126,88,41,11,11,12,6,6,0,0,5,15,14,141,67,1,3,4,42.86,577,532,52.03,428,371,53.57,296,261,53.14,25,27,48.08,24.24,21.37,53.16,267,253,51.35,113,97,53.81,12,13,48.0,154,156,49.68,9,9,50.0,323,284,53.21,4,5,44.44,8.45,89.66,0.981,105,111,57,475,64.81,175,152,112,60.98
2022-2023,Josh Leivo,STL,L,51,566.9833333,4,12,9,3,16,59.26,86,4.65,8.84,155,121,88,43,9,13,25,7,5,1,1,8,10,29,55,33,12,3,4,42.86,500,468,51.65,370,358,50.82,278,269,50.82,27,26,50.94,25.0,22.43,52.71,262,239,52.3,116,100,53.7,16,13,55.17,146,139,51.23,9,8,52.94,211,205,50.72,2,5,28.57,9.71,90.33,1.0,52,131,73,475,41.6,143,168,148,49.14
2022-2023,Mason Shaw,MIN,C,59,563.9333333,6,8,3,5,14,87.5,81,7.41,5.27,134,100,50,23,10,7,79,20,11,7,2,18,14,13,83,82,20,12,11,52.17,486,523,48.17,359,382,48.45,246,280,46.77,16,19,45.71,19.93,20.41,49.4,197,222,47.02,92,81,53.18,10,11,47.62,105,141,42.68,3,3,50.0,241,269,47.25,3,5,37.5,6.5,93.21,0.997,38,95,66,514,36.54,90,139,156,36.59
2022-2023,Klim Kostin,EDM,C,57,563.85,11,8,6,2,19,67.86,56,19.64,5.89,100,76,63,31,3,4,66,22,17,4,1,24,15,12,157,69,13,4,6,40,469,485,49.16,342,364,48.44,254,264,49.03,28,18,60.87,21.18,23.31,47.61,229,253,47.51,102,96,51.52,15,14,51.72,127,157,44.72,10,3,76.92,204,222,47.89,3,1,75.0,11.02,93.18,1.042,103,146,84,479,55.08,154,185,173,47.09
2022-2023,Saku Maenalanen,WPG,R,64,561.6333333,4,6,2,4,10,71.43,55,7.27,6.2,100,82,52,30,7,8,14,7,7,0,0,10,16,14,111,58,18,1,2,33.33,440,547,44.58,317,409,43.66,224,300,42.75,14,16,46.67,18.66,25.22,42.53,201,255,44.08,86,116,42.57,7,12,36.84,115,139,45.28,4,2,66.67,183,235,43.78,3,2,60.0,6.25,94.67,1.009,50,156,83,536,37.59,94,196,175,34.94
2022-2023,Justin Barron,MTL,D,39,559.85,2,10,5,5,12,41.38,33,6.06,1.29,76,42,26,3,0,4,18,9,9,0,0,6,34,4,47,36,33,0,0,-,461,568,44.8,327,400,44.98,240,286,45.63,29,33,46.77,20.43,29.05,41.28,223,316,41.37,90,143,38.63,13,17,43.33,133,173,43.46,13,15,46.43,193,229,45.73,3,1,75.0,12.08,88.46,1.005,80,106,46,424,63.49,183,188,120,60.4
2022-2023,Reese Johnson,CHI,C,57,558.0166667,4,2,1,1,6,42.86,50,8.0,4.84,83,67,44,18,3,7,28,11,9,2,0,9,6,10,173,42,18,103,83,55.38,391,577,40.39,286,419,40.57,202,299,40.32,14,30,31.82,14.47,24.48,37.16,160,296,35.09,53,118,30.99,7,16,30.43,107,178,37.54,6,9,40.0,185,245,43.02,1,5,16.67,6.93,89.97,0.969,38,100,63,521,37.62,68,144,161,29.69
2022-2023,Chris Wideman,MTL,D,46,555.3333333,0,4,2,2,4,16.67,29,0.0,0.89,60,42,12,2,2,2,77,21,16,1,4,7,35,7,25,66,47,0,0,-,495,595,45.41,358,447,44.47,260,327,44.29,24,29,45.28,20.75,31.07,40.05,217,330,39.67,97,148,39.59,16,22,42.11,120,182,39.74,4,5,44.44,224,234,48.91,4,2,66.67,9.23,91.13,1.004,100,131,48,458,67.57,215,200,134,61.6
2022-2023,Michael Pezzetta,MTL,L,63,553.15,7,7,7,0,14,53.85,67,10.45,6.29,111,84,65,32,2,12,77,25,16,9,0,20,17,4,236,46,23,7,10,41.18,429,573,42.81,311,392,44.24,237,287,45.23,26,30,46.43,20.27,23.76,46.04,201,285,41.36,90,112,44.55,14,15,48.28,111,173,39.08,7,10,41.18,194,256,43.11,5,5,50.0,10.97,89.55,1.005,63,112,67,491,48.46,113,150,137,45.2
2022-2023,Nikolaj Ehlers,WPG,L,45,549.55,9,16,12,4,25,92.59,100,9.0,8.87,217,160,105,33,3,18,11,4,3,1,0,16,18,26,35,29,7,0,1,0,636,488,56.58,483,380,55.97,312,272,53.42,27,21,56.25,31.18,25.45,55.06,308,256,54.61,135,103,56.72,13,9,59.09,173,153,53.07,10,11,47.62,301,203,59.72,4,1,80.0,8.65,92.28,1.009,122,117,55,446,68.93,214,154,120,64.07
2022-2023,Kevin Bahl,N.J,D,42,548.45,2,6,2,4,8,33.33,27,7.41,1.48,79,47,20,1,1,6,33,11,9,1,1,3,11,6,59,49,7,0,0,-,568,469,54.77,407,350,53.76,279,243,53.45,24,20,54.55,29.2,21.69,57.38,295,225,56.73,140,92,60.34,13,11,54.17,155,133,53.82,8,8,50.0,297,262,53.13,3,1,75.0,8.6,91.77,1.004,103,112,74,460,58.19,196,163,149,56.81
2022-2023,Dylan Gambrell,OTT,C,60,544.8333333,4,4,3,1,8,53.33,43,9.3,4.33,82,60,51,23,2,6,23,10,9,1,0,2,13,10,59,69,36,123,141,46.59,427,531,44.57,311,371,45.6,220,264,45.45,15,20,42.86,17.45,23.68,42.42,199,262,43.17,81,110,42.41,8,9,47.06,118,152,43.7,5,8,38.46,182,224,44.83,2,3,40.0,6.82,92.42,0.992,40,149,76,565,34.48,65,187,150,30.23
2022-2023,Robert Hagg,DET,D,38,542.5166667,2,5,4,1,7,38.89,38,5.26,1.95,78,59,18,4,1,4,24,12,12,0,0,4,14,4,108,52,35,0,0,-,412,531,43.69,314,374,45.64,220,256,46.22,18,24,42.86,20.34,22.88,47.07,185,257,41.86,87,123,41.43,10,15,40.0,98,134,42.24,4,7,36.36,210,229,47.84,4,2,66.67,8.18,90.63,0.988,80,103,52,493,60.61,168,160,133,55.81
2022-2023,A.J. Greer,BOS,L,61,542.5,4,7,4,3,11,52.38,65,6.15,7.1,106,84,75,36,3,13,114,25,12,8,5,16,14,16,101,74,21,2,1,66.67,412,463,47.09,321,333,49.08,232,246,48.54,21,13,61.76,22.21,19.74,52.95,242,218,52.61,103,90,53.37,11,8,57.89,139,128,52.06,9,4,69.23,142,220,39.23,1,1,50.0,9.05,94.72,1.038,27,179,94,504,22.31,42,218,144,22.58
2022-2023,Juuso Parssinen,NSH,C,45,540.3833333,3,12,6,6,15,65.22,43,6.98,6.34,73,62,54,37,1,5,15,6,5,1,0,9,12,23,72,41,17,140,139,50.18,478,544,46.77,352,388,47.57,250,285,46.73,23,22,51.11,26.57,24.97,51.55,265,273,49.26,126,115,52.28,15,9,62.5,139,158,46.8,7,9,43.75,181,234,43.61,1,4,20.0,9.2,92.28,1.015,61,121,58,420,51.26,122,181,139,46.74
2022-2023,Mason Appleton,WPG,C,41,538.85,3,9,4,5,12,57.14,61,4.92,5.42,98,82,51,28,2,12,8,4,4,0,0,10,9,9,41,58,6,1,5,16.67,539,511,51.33,416,385,51.94,298,273,52.19,21,20,51.22,29.08,23.2,55.62,283,242,53.9,143,112,56.08,15,14,51.72,140,130,51.85,4,3,57.14,213,228,48.3,2,3,40.0,7.05,92.67,0.997,86,130,72,407,54.43,137,180,144,48.75
2022-2023,Colin Blackwell,CHI,C,53,536.1833333,2,7,6,1,9,64.29,44,4.55,4.19,87,62,44,18,3,5,4,2,2,0,0,15,14,12,47,43,10,16,13,55.17,404,531,43.21,286,389,42.37,199,293,40.45,14,30,31.82,16.74,24.91,40.2,186,276,40.26,63,112,36.0,9,15,37.5,123,164,42.86,4,11,26.67,185,219,45.79,1,4,20.0,7.04,89.76,0.968,34,99,67,500,33.66,73,148,150,32.74
2022-2023,Nathan Walker,STL,L,56,535.3666667,2,8,4,4,10,43.48,39,5.13,3.18,72,53,43,17,2,8,23,7,4,3,0,13,5,6,80,54,33,88,74,54.32,379,529,41.74,277,381,42.1,206,263,43.92,23,14,62.16,16.2,24.77,39.54,176,254,40.93,72,98,42.35,13,8,61.9,104,156,40.0,6,5,54.55,179,240,42.72,4,1,80.0,11.17,94.68,1.058,31,127,54,473,36.47,84,172,118,41.58
2022-2023,Simon Holmstrom,NYI,R,50,534.15,6,3,1,2,9,64.29,38,15.79,4.34,75,57,57,17,1,12,0,0,0,0,0,4,13,21,9,32,21,0,3,0,498,529,48.49,354,378,48.36,249,266,48.35,14,20,41.18,22.21,20.82,51.61,238,247,49.07,104,90,53.61,7,12,36.84,134,157,46.05,4,6,40.0,219,237,48.03,3,2,60.0,5.62,92.48,0.981,91,121,68,514,57.23,145,151,132,52.35
2022-2023,Andreas Englund,"CHI, COL",D,47,530.1166667,0,3,2,1,3,21.43,31,0.0,1.26,72,52,13,4,2,6,30,9,5,4,0,10,7,8,127,77,26,0,0,-,447,456,49.5,320,345,48.12,233,243,48.95,14,17,45.16,18.88,20.15,48.37,210,223,48.5,78,92,45.88,7,7,50.0,132,131,50.19,4,6,40.0,207,186,52.67,3,4,42.86,6.01,93.0,0.99,14,104,67,558,17.28,56,157,143,28.14
2022-2023,Arthur Kaliyev,L.A,R,56,527.3,5,10,4,6,15,60.0,85,5.88,9.41,152,119,98,48,7,11,10,5,5,0,0,6,11,8,38,70,0,0,0,-,534,472,53.08,402,339,54.25,284,232,55.04,25,24,51.02,24.06,22.94,51.18,275,247,52.68,115,106,52.04,16,12,57.14,160,141,53.16,7,6,53.85,320,224,58.82,2,6,25.0,8.8,89.66,0.985,120,117,57,442,67.8,188,159,121,60.84
2022-2023,Mark Kastelic,OTT,C,65,525.6666667,7,4,2,2,11,64.71,70,10.0,7.69,110,93,69,42,4,8,102,23,11,8,4,14,13,17,151,59,27,275,199,58.02,473,513,47.97,352,354,49.86,251,246,50.5,17,23,42.5,20.98,20.61,50.44,223,264,45.79,96,83,53.63,12,9,57.14,127,181,41.23,2,9,18.18,207,211,49.52,3,5,37.5,6.77,90.65,0.974,54,132,167,538,24.43,86,170,268,24.29
2022-2023,Philip Broberg,EDM,D,46,523.6166667,1,7,2,5,8,27.59,30,3.33,1.38,69,40,21,4,2,3,2,1,1,0,0,3,19,11,28,54,25,0,0,-,538,401,57.29,387,296,56.66,292,225,56.48,29,26,52.73,27.55,19.42,58.65,287,202,58.69,122,83,59.51,12,16,42.86,165,119,58.1,14,7,66.67,212,175,54.78,3,3,50.0,9.93,88.44,0.984,71,92,64,460,52.59,186,152,146,56.02
2022-2023,Curtis Lazar,"N.J, VAN",C,49,518.7833333,3,2,1,1,5,35.71,50,6.0,5.41,79,64,47,35,5,5,21,9,8,1,0,7,5,13,135,68,43,126,112,52.94,397,505,44.01,299,356,45.65,232,252,47.93,14,20,41.18,19.73,23.01,46.15,207,257,44.61,95,115,45.24,9,14,39.13,112,142,44.09,3,6,33.33,163,219,42.67,2,0,100.0,6.03,92.06,0.981,64,145,99,461,39.26,115,173,190,37.7
